HYBRID_TRANSFORMER_FWD_IN_BCKWD	model_parallel_NPU_group: 4 checkpoints: 0 checkpoint_initiates: 0
90
grad_gather 	    -1	     1	      NONE	         0	     1	      NONE	         0	     1	 ALLGATHER	202424320	       100
grad_param_comm	    -1	     1	      NONE	         0	     1	      NONE	         0	     1	REDUCESCATTER	12955156480	       100
grad_param_compute	    -1	     1	      NONE	         0	32473000	      NONE	         0	     1	      NONE	         0	       100
layernorm   	    -1	     1	      NONE	         0	     1	 ALLREDUCE	6477578240	     1	      NONE	         0	       100
embedding_grads	    -1	     1	      NONE	         0	     1	 ALLREDUCE	  20971520	     1	      NONE	         0	       100
embedding_layer	    -1	658000	 ALLREDUCE	  20971520	     1	      NONE	         0	     1	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
mlp_norm    	    -1	1048000	 ALLREDUCE	  20971520	1048000	      NONE	         0	1048000	      NONE	         0	       100
attention_norm	    -1	836000	 ALLREDUCE	  20971520	836000	      NONE	         0	836000	      NONE	         0	       100
